index,age,workclass,education,education_num,martial_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,country,target,adv_label,eq_odds_label,lfr_label,adv_pre_label,eq_pre_label,lfr_pre_label,adv_change,eq_change,lfr_change,all_methods_agree
8837,35,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
29029,45,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,72,,<=50K,0,0,0,0,0,0,0,0,0,1
23356,45,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,2829,0,40,United-States,<=50K,0,0,0,1,1,1,-1,-1,-1,1
8247,43,Local-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
6942,44,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,0,0,0,1,1,1,-1,-1,-1,1
28182,23,Self-emp-inc,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
6928,46,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,75,Greece,<=50K,0,0,1,0,0,0,0,0,1,0
7258,42,State-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,72,India,>50K,0,0,1,0,0,0,0,0,1,0
17005,51,Private,10th,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
13759,31,Private,1st-4th,2,Never-married,Other-service,Other-relative,White,Female,0,0,25,El-Salvador,<=50K,0,0,0,0,0,0,0,0,0,1
2810,53,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
12330,59,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,85,United-States,<=50K,0,0,0,1,1,1,-1,-1,-1,1
14727,61,Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,Black,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
12712,27,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,United-States,>50K,1,1,1,1,1,1,0,0,0,1
7065,24,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
19052,36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
9435,45,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,<=50K,0,0,0,1,1,1,-1,-1,-1,1
22,35,Federal-gov,9th,5,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
31189,67,State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,41,United-States,>50K,0,0,0,0,0,0,0,0,0,1
7609,40,Private,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,32,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
27310,55,State-gov,Bachelors,13,Divorced,Exec-managerial,Unmarried,Black,Male,0,0,40,United-States,<=50K,1,0,1,0,0,0,1,0,1,0
1975,40,Private,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,13550,0,40,Cambodia,>50K,1,1,0,1,1,1,0,0,-1,0
11255,30,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
13250,24,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
4661,45,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,>50K,1,1,0,1,1,1,0,0,-1,0
8785,24,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
31428,21,Private,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,40,Mexico,<=50K,0,0,0,0,0,0,0,0,0,1
18539,36,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
16766,35,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
31703,30,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,3103,0,70,United-States,>50K,0,0,0,0,0,0,0,0,0,1
2448,29,Local-gov,HS-grad,9,Never-married,Protective-serv,Not-in-family,Black,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
4460,29,,Some-college,10,Divorced,,Unmarried,White,Female,0,0,30,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
18274,46,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,0,0,0,1,1,1,-1,-1,-1,1
29530,47,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,Black,Female,0,0,40,United-States,<=50K,1,1,0,0,0,0,1,1,0,0
5680,60,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,<=50K,1,0,1,1,1,1,0,-1,0,0
6531,31,Private,7th-8th,4,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
22914,52,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
9753,44,Local-gov,Assoc-acdm,12,Divorced,Protective-serv,Not-in-family,White,Female,0,0,56,United-States,>50K,0,1,0,0,0,0,0,1,0,0
15569,29,Private,HS-grad,9,Married-spouse-absent,Tech-support,Own-child,Black,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
31102,27,Private,9th,5,Never-married,Priv-house-serv,Unmarried,White,Female,0,0,24,Mexico,<=50K,0,0,0,0,0,0,0,0,0,1
18480,28,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
18895,35,Private,HS-grad,9,Married-AF-spouse,Other-service,Wife,White,Female,0,0,40,United-States,>50K,0,0,0,0,0,0,0,0,0,1
6584,39,Private,Masters,14,Never-married,Craft-repair,Not-in-family,White,Female,0,0,50,United-States,<=50K,0,1,0,0,0,0,0,1,0,0
23693,22,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
24338,48,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
15819,23,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
31317,23,Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
3847,44,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,>50K,1,1,1,0,0,0,1,1,1,1
920,23,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,25,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
8885,47,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,>50K,1,1,1,1,1,1,0,0,0,1
20615,27,Self-emp-not-inc,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
14550,46,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,58,United-States,>50K,0,0,0,0,0,0,0,0,0,1
11805,24,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,48,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
11370,51,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K,1,0,0,0,0,0,1,0,0,0
31747,42,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,>50K,1,1,0,1,1,1,0,0,-1,0
21243,65,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,2414,0,30,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
2593,39,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,Male,8614,0,52,United-States,>50K,1,1,1,1,1,1,0,0,0,1
21060,41,Local-gov,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
18518,19,Private,Some-college,10,Never-married,Other-service,Other-relative,Black,Male,0,0,35,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
12429,49,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K,1,1,1,1,1,1,0,0,0,1
28010,28,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
10329,46,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
6418,20,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1573,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
15535,68,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,15,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
27744,37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
16634,62,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,65,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
3371,20,,Some-college,10,Never-married,,Own-child,White,Male,0,0,35,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
15685,21,,Some-college,10,Never-married,,Own-child,White,Female,0,0,6,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
2453,24,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
7639,19,Private,Some-college,10,Never-married,Other-service,Other-relative,White,Female,0,0,35,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
6485,53,Self-emp-inc,5th-6th,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Mexico,>50K,0,0,0,0,0,0,0,0,0,1
10858,25,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,50,United-States,>50K,1,0,0,0,0,0,1,0,0,0
24335,37,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
26932,25,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
27113,57,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,10,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
21368,41,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,52,United-States,<=50K,1,0,0,1,1,1,0,-1,-1,0
28185,32,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K,1,1,1,1,1,1,0,0,0,1
10686,23,Private,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
27609,67,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
10959,20,,HS-grad,9,Never-married,,Own-child,White,Male,0,0,12,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
14790,32,Private,10th,6,Never-married,Craft-repair,Other-relative,White,Male,0,0,45,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
28114,20,Private,7th-8th,4,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,52,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
26228,21,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
24487,21,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
11384,34,Private,Prof-school,15,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,1564,40,India,>50K,0,0,1,0,0,0,0,0,1,0
32269,37,Private,Assoc-voc,11,Married-spouse-absent,Sales,Unmarried,Black,Female,0,0,32,United-States,<=50K,1,0,0,0,0,0,1,0,0,0
28496,31,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,3137,0,50,United-States,<=50K,0,0,0,1,1,1,-1,-1,-1,1
24243,21,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
27159,50,Self-emp-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,50,United-States,>50K,1,1,1,1,1,1,0,0,0,1
14047,71,Private,HS-grad,9,Widowed,Sales,Unmarried,White,Female,0,0,20,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
9802,40,Private,Some-college,10,Divorced,Craft-repair,Unmarried,Black,Female,0,0,30,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
2560,39,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,>50K,1,1,0,0,0,0,1,1,0,0
28205,29,Self-emp-not-inc,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
25544,55,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K,0,0,0,0,0,0,0,0,0,1
3460,38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,0,0,0,0,0,0,0,0,0,1
7487,33,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
17440,35,Self-emp-not-inc,11th,7,Divorced,Exec-managerial,Unmarried,White,Female,0,0,84,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
16829,44,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1,0,1,1,1,1,0,-1,0,0
2064,60,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
11344,21,Private,11th,7,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,24,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
4029,44,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,5013,0,60,Greece,<=50K,0,0,1,0,0,0,0,0,1,0
17582,48,Self-emp-inc,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
27673,22,Private,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
21258,69,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,15831,0,40,United-States,>50K,1,1,0,1,1,1,0,0,-1,0
17075,51,Self-emp-not-inc,10th,6,Widowed,Transport-moving,Other-relative,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
31246,41,Private,HS-grad,9,Married-spouse-absent,Transport-moving,Unmarried,Black,Male,0,0,50,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
9070,58,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,1,1,1,1,1,1,0,0,0,1
28683,22,Private,Some-college,10,Married-spouse-absent,Sales,Own-child,Other,Female,0,0,22,Dominican-Republic,<=50K,0,0,0,0,0,0,0,0,0,1
3360,57,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,>50K,1,1,1,1,1,1,0,0,0,1
7210,63,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,2105,0,40,Vietnam,<=50K,0,0,0,0,0,0,0,0,0,1
1230,46,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,>50K,1,1,1,1,1,1,0,0,0,1
14361,56,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K,1,1,1,1,1,1,0,0,0,1
13428,25,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
16010,50,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,White,Female,3942,0,40,United-States,<=50K,1,1,1,1,1,1,0,0,0,1
12355,41,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,40,United-States,>50K,1,1,1,1,1,1,0,0,0,1
21527,46,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,>50K,1,1,1,1,1,1,0,0,0,1
11624,49,Local-gov,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,1,1,1,1,1,1,0,0,0,1
7028,47,Private,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K,1,0,0,0,0,0,1,0,0,0
12578,31,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,3908,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
27708,48,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
9540,19,Private,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,30,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
2273,41,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
29899,42,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,0,0,0,1,1,1,-1,-1,-1,1
30627,70,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,32,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
25672,42,Private,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Male,0,0,40,Poland,<=50K,0,0,0,0,0,0,0,0,0,1
20702,59,Private,Masters,14,Never-married,Sales,Not-in-family,White,Female,27828,0,45,United-States,>50K,1,1,1,1,1,1,0,0,0,1
19202,46,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,1,1,1,1,1,1,0,0,0,1
13836,36,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,35,United-States,>50K,1,1,1,1,1,1,0,0,0,1
18309,27,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States,>50K,0,0,0,0,0,0,0,0,0,1
18464,50,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
29751,51,Self-emp-not-inc,12th,8,Married-civ-spouse,Other-service,Husband,White,Male,0,0,99,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
21079,46,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States,>50K,1,1,1,1,1,1,0,0,0,1
14803,58,Self-emp-not-inc,Masters,14,Widowed,Other-service,Not-in-family,White,Female,0,0,15,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
28780,21,Local-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
878,39,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,0,0,0,0,0,0,0,0,0,1
19447,48,Local-gov,Assoc-voc,11,Never-married,Protective-serv,Unmarried,White,Male,0,0,48,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
8701,19,Local-gov,HS-grad,9,Never-married,Craft-repair,Other-relative,Black,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
32272,38,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36,United-States,>50K,0,0,0,0,0,0,0,0,0,1
22155,29,Private,Assoc-voc,11,Divorced,Other-service,Unmarried,White,Female,0,0,45,Columbia,<=50K,0,0,0,0,0,0,0,0,0,1
12982,49,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1,1,1,1,1,1,0,0,0,1
18807,21,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
31118,65,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,45,Germany,<=50K,1,0,0,0,0,0,1,0,0,0
13140,49,Private,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,38,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
28690,36,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,44,United-States,>50K,1,1,1,1,1,1,0,0,0,1
14587,33,Private,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
13569,19,,12th,8,Never-married,,Own-child,White,Male,0,0,28,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
3503,40,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,625,52,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
18295,21,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,35,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
22032,26,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1669,40,United-States,<=50K,1,1,1,0,0,0,1,1,1,1
11515,69,Private,Bachelors,13,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
31724,45,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
24920,19,Private,12th,8,Never-married,Sales,Own-child,White,Female,0,0,18,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
32496,18,Private,11th,7,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
29994,41,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
27659,31,Private,11th,7,Married-spouse-absent,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,0,40,India,<=50K,0,0,0,0,0,0,0,0,0,1
18109,58,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
5337,47,Private,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,>50K,1,0,1,0,0,0,1,0,1,0
18677,33,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,32,,<=50K,0,0,0,0,0,0,0,0,0,1
12361,17,Self-emp-not-inc,11th,7,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
15038,19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
26097,30,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
3617,37,Self-emp-not-inc,HS-grad,9,Divorced,Farming-fishing,Unmarried,White,Male,0,0,56,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
31151,40,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,50,United-States,>50K,1,1,0,1,1,1,0,0,-1,0
12928,27,Local-gov,HS-grad,9,Divorced,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
18060,55,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,1,1,1,1,1,1,0,0,0,1
14659,27,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
21772,38,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States,<=50K,1,1,1,1,1,1,0,0,0,1
8633,23,Private,11th,7,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,14344,0,40,Vietnam,>50K,0,0,0,0,0,0,0,0,0,1
9948,41,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,10,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
24482,51,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K,0,0,0,0,0,0,0,0,0,1
29915,48,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
3555,17,,11th,7,Never-married,,Not-in-family,Other,Female,0,0,20,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
29390,54,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,15,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
26038,65,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,5556,0,50,United-States,>50K,1,1,1,1,1,1,0,0,0,1
1394,43,Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
30186,23,Private,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
18554,37,Self-emp-inc,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,70,United-States,<=50K,0,1,1,0,0,0,0,1,1,0
20133,21,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,28,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
19219,37,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,1977,45,United-States,>50K,1,0,0,1,1,1,0,-1,-1,0
1408,37,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
